user_id,distinct_umid_cnt_14d,distinct_login_cnt_14d,distinct_ipisp_cnt_14d
400155897895,1,11,1
410427879435,1,17,1
400306953834,1,24,1
400353990826,1,22,1
400297263704,1,16,2
400386471425,1,18,1
400373838691,1,12,1
410441529821,1,15,1
400294398581,1,18,1
400296993965,1,20,1
400282656712,1,18,1
400302705062,1,1,1
400395975488,1,20,1
400213665959,1,18,2
410445318869,1,21,2
400310613815,1,19,2
400354320493,1,17,1
400342305660,1,15,2
410452170602,1,17,1
400639674535,1,19,2
400339179936,1,19,1
400140201701,1,15,3
400302261836,1,10,1
410413596125,1,22,2
400304658684,1,20,1
400214886028,1,23,3
400150107990,1,16,2
400358808437,1,16,1
410475174161,1,17,1
400269573383,1,24,1
14825593,1,18,1
400300977512,1,19,2
410415972243,1,16,2
400316652726,1,14,1
400337343979,1,17,2
400119540098,1,15,4
400020644126,1,12,2
400215045751,1,25,2
400116615620,1,15,1
410406285324,1,18,1
400312995180,1,14,1
400185012652,1,14,1
400277889474,1,18,1
410452482392,1,23,1
400264290746,1,18,1
400144392350,1,16,2
400258647707,1,21,2
400220307166,1,20,1
400249626176,1,19,2
400083480308,1,16,2
400637037876,1,15,1
400042530758,1,19,1
400074543649,1,18,1
410411907587,1,17,1
400263201973,1,14,1
410420148560,1,18,1
400203198956,1,15,1
23142428,1,3,2
400152453015,1,13,1
410464827253,1,15,1
400076262350,1,15,2
410459805379,1,6,1
400028954382,1,14,3
400095096209,1,6,1
410447106164,1,20,1
400295880707,1,20,1
400245456362,1,22,1
400167276933,1,14,1
400341585997,1,17,3
400306029222,1,16,1
8287112,1,13,2
400255986081,1,18,1
410424696978,1,17,1
400039347965,1,15,1
400376181644,1,21,1
400031378173,1,20,1
400277025586,1,27,1
19038927,1,22,3
400359465361,1,2,1
410467638489,1,16,2
410421417742,1,16,1
400181124339,1,18,1
410451627518,1,24,2
400328343384,1,16,2
400002448133,1,15,3
400339662926,1,18,1
410398512833,1,16,2
3318595,1,14,3
400344732148,1,18,1
400178280449,1,13,1
400131645086,1,20,1
400190871534,1,15,1
400002424002,1,13,2
400319715730,1,19,1
410418432610,1,22,1
400228365282,1,1,1
400635573286,1,17,3
410411295273,1,15,1
400311735090,1,19,2
400243071524,1,26,2
400355271013,1,14,1
400093269183,1,23,1
400067265409,1,21,2
400284555818,1,23,3
410433495819,1,18,1
400149189358,1,16,1
400192344059,1,17,1
400249701820,1,17,1
400358748438,1,18,1
400233120172,1,24,1
400253442075,1,17,1
400292676284,1,19,2
400635315528,1,26,1
400323918345,1,22,2
400306848548,1,15,1
410454465101,1,18,1
400128978798,1,18,1
400015772259,1,17,2
410403399614,1,13,1
400315539127,1,20,1
400271529633,1,20,2
400192764646,1,15,1
410410434651,1,22,1
400089399586,1,18,2
400339692132,1,19,2
400121469633,1,14,2
400325718866,1,20,3
400101648476,1,27,1
400167132787,1,20,3
400379022701,1,22,2
400067238104,1,16,2
400114089116,1,17,2
400157574125,1,17,1
410473188300,1,19,1
400327042000,1,16,1
400285959498,1,16,1
400081221913,1,22,4
400157064964,1,17,1
410474715048,1,17,1
400069410250,1,21,1
400290840243,1,18,1
400318803736,1,18,3
400075860365,1,23,2
400227939775,1,17,1
400212258135,1,2,1
400199190773,1,16,1
410400831871,1,20,1
410450124855,1,9,3
400136850652,1,20,1
400141449965,1,13,1
400635075502,1,19,1
410475030446,1,14,1
400290195038,1,16,2
400147476820,1,17,1
400300983060,1,12,1
21494152,1,36,2
400248975229,1,3,1
400337970962,1,17,1
410467431439,1,20,1
400299630639,1,18,1
400363956521,1,20,1
400384182438,1,21,1
410409063643,1,18,1
400385541896,1,13,2
400106085320,1,15,1
400240116473,1,11,1
400352589048,1,22,2
400088544654,1,15,2
410432442508,1,17,1
400346760745,1,10,1
400287720277,1,17,1
400228380317,1,19,1
400243800897,1,14,3
410462181522,1,4,1
410463921722,1,18,3
400148679018,1,19,1
400125174703,1,17,1
410472687902,1,18,2
410436546108,1,27,3
400258581979,1,16,2
400334538800,1,19,1
400190373299,1,22,1
400392795365,1,16,2
410472765660,1,18,1
410451444910,1,17,2
400158081533,1,18,1
400300902337,1,21,1
400270530766,1,21,1
400267512378,1,15,2
400308258252,1,5,1
400259913592,1,24,1
400287048984,1,18,1
400343868622,1,16,2
400342008537,1,21,1
410467863377,1,16,2
400314150811,1,17,2
400109334147,1,16,2
410431596974,1,13,2
400369755766,1,20,1
410408055529,1,15,2
400109625903,1,25,1
400255107635,1,10,1
400146294203,1,14,2
410421630585,1,17,1
400257951725,1,15,3
400037109338,1,13,1
400208712726,1,18,1
400196034261,1,25,2
410451762571,1,19,2
410432943355,1,13,1
400221987487,1,16,1
400312062475,1,16,1
410471895192,1,14,1
410475054034,1,18,2
400282539615,1,14,1
400628436286,1,15,1
400326570898,1,23,1
400327596057,1,10,1
400240785583,1,17,3
400226796582,1,11,1
410430507609,1,21,3
400256487024,1,16,2
410454300948,1,21,1
7341366,1,21,2
400290513471,1,28,4
400364886226,1,18,3
400397178742,1,8,1
400320522570,1,15,1
410433744067,1,17,3
400151670138,1,26,4
400190205743,1,19,1
400268463789,1,15,2
400283322158,1,15,2
400280451944,1,15,1
410441667535,1,19,3
400183275356,1,20,1
400275306348,1,17,1
410475606199,1,19,1
400370034890,1,15,1
400345263666,1,16,2
410464347813,1,23,2
400113519279,1,33,2
410472255638,1,16,1
410474478392,1,18,2
400146747708,1,19,1
400343346662,1,16,1
400281762067,1,23,2
410449869011,1,4,1
400305258413,1,19,1
400333584127,1,25,1
400302366091,1,2,1
400023006020,1,16,1
400335183642,1,17,2
400315521851,1,21,2
400296813482,1,20,1
400070598765,1,20,2
400240413952,1,16,1
410405064678,1,20,1
400158054530,1,15,1
400125102058,1,17,1
410449905003,1,17,1
13225801,1,18,3
400352511417,1,22,2
400253637695,1,19,2
410414349251,1,22,3
410474055133,1,13,1
410401386818,1,26,2
400345185596,1,13,2
410427780418,1,24,1
410466165976,1,21,1
400229193094,1,24,1
400233837498,1,21,1
400356867651,1,10,1
400357644047,1,17,2
400055886589,1,16,1
410445336628,1,19,2
400125981993,1,17,1
400234482369,1,13,1
400285929892,1,22,1
400171734798,1,18,1
410398878982,1,19,1
400377510404,1,18,2
410474982512,1,16,2
400347456665,1,17,1
400324200633,1,18,2
400141539232,1,17,2
400230366152,1,17,1
410418345750,1,19,2
400246815879,1,13,1
410459088552,1,14,2
400296834967,1,16,1
400308582397,1,19,1
410460504592,1,17,1
400363590524,1,21,1
400005504046,1,27,1
400178088180,1,29,2
410403945676,1,17,4
410428737291,1,20,2
400328697019,1,14,1
400231581171,1,25,1
400334715545,1,13,1
410453865638,1,24,2
400148364712,1,14,3
400341696490,1,10,1
400238538940,1,16,3
400137237820,1,23,1
14537340,1,21,1
400277082594,1,20,2
400284510826,1,23,1
400235688116,1,19,1
400164240572,1,20,1
400217502671,1,15,2
400321170194,1,16,1
410409600378,1,17,2
400193520310,1,21,1
410416701021,1,20,1
400153605613,1,20,1
400026246091,1,18,1
410414559304,1,20,2
410421696693,1,19,2
410445099646,1,20,1
410399004618,1,22,2
410463093314,1,22,2
410440263798,1,16,2
400348188578,1,9,2
400150887702,1,12,4
400285683693,1,17,4
400393815781,1,12,2
400385409008,1,16,1
400081527880,1,25,1
400152039500,1,20,1
410470080065,1,19,1
410472957421,1,7,2
410400918191,1,18,2
410420001595,1,17,1
400048983670,1,16,1
400171119094,1,3,1
400368870230,1,17,1
400265886618,1,21,1
410435223551,1,15,1
410478717929,1,15,2
400202379527,1,13,2
400126878212,1,27,1
400096965545,1,22,1
400322862260,1,13,2
400331130544,1,19,1
400309326389,1,19,3
400362057224,1,18,2
400223370460,1,13,1
400226499410,1,15,1
400156425052,1,12,1
410453112603,1,19,1
400279401343,1,18,2
400017688939,1,13,1
400226661297,1,9,1
400314579597,1,18,1
410470947948,1,17,1
410414847681,1,16,4
400318047535,1,18,1
400371138020,1,15,1
400376889916,1,30,1
400134123329,1,26,1
400192269026,1,22,2
400046811614,1,16,2
410475120487,1,19,1
400383231788,1,19,2
400189314052,1,21,1
400154919416,1,15,2
410455212034,1,9,1
400373775156,1,14,2
400302366139,1,22,2
410424489149,1,13,1
400386492769,1,22,1
400003066516,1,28,2
400362555047,1,22,2
400124775517,1,16,2
400311696968,1,13,1
410441580857,1,20,1
400276068599,1,16,1
400327845032,1,12,1
400281255625,1,19,2
400003602591,1,29,1
400225662794,1,17,1
400219221555,1,16,1
410416761781,1,19,1
410478588023,1,23,2
400192653946,1,14,1
400087719101,1,7,1
400127100111,1,10,1
400046253463,1,20,1
400316268940,1,22,1
400229901199,1,22,1
400314027919,1,16,1
400192752954,1,23,2
400270923405,1,22,1
400093329436,1,23,1
400386621565,1,26,2
400252710204,1,24,1
400239993292,1,17,1
400185363895,1,18,1
400387929996,1,14,1
400020834504,1,16,1
400184133288,1,14,1
400290201933,1,15,3
400167651291,1,19,2
400223367013,1,27,1
400251840994,1,14,1
410435313673,1,15,1
400334718988,1,18,1
400222134446,1,15,2
410467338783,1,22,1
400081710477,1,8,1
12495399,1,21,1
27570038,1,5,1
400340394002,1,12,2
400119354983,1,15,2
410449896333,1,18,2
400160139041,1,13,1
400371312391,1,22,2
400036995145,1,14,1
400287057253,1,10,2
400269450678,1,21,1
410422767927,1,19,1
400377567287,1,16,1
400342950996,1,14,1
400387494801,1,18,3
410438304021,1,16,1
410473470860,1,20,2
410444835061,1,22,2
400391091304,1,16,4
400369878700,1,13,1
400328793445,1,18,1
400078344963,1,11,3
400034424108,1,16,1
400333818062,1,19,1
400276998626,1,17,1
400252443245,1,20,1
400275027172,1,14,2
410448603503,1,18,1
410399892694,1,19,1
400337175515,1,19,1
400124001753,1,22,1
410442123340,1,18,1
410403177105,1,19,1
400116456564,1,27,2
400357458807,1,23,1
410426703304,1,17,1
410441982649,1,20,1
410414955344,1,20,2
410419380472,1,26,1
400266648329,1,20,2
410475738893,1,7,1
400638915309,1,15,1
400236069882,1,4,2
400187781603,1,19,1
410415642779,1,10,1
400394655158,1,17,2
410448288132,1,13,2
400119327762,1,19,1
400109844273,1,17,2
400633485448,1,16,2
400088838825,1,19,1
400347066837,1,15,2
400356234351,1,24,1
400115493256,1,22,4
400189758524,1,16,2
400160793986,1,17,2
410461869564,1,27,1
400133967876,1,13,1
410414481434,1,16,1
400636953994,1,18,3
400629210624,1,22,1
400369752202,1,19,1
400327848539,1,18,1
400183254534,1,18,1
400284537482,1,22,2
400292802805,1,20,1
400127988144,1,21,1
410460279434,1,20,1
410440836930,1,17,5
400294356776,1,21,1
410457000419,1,18,1
400260960841,1,25,3
400278249707,1,19,1
400206315656,1,18,2
400253736859,1,17,2
400055604409,1,21,1
410452572288,1,23,2
410421579226,1,18,1
400129497057,1,20,1
400241910321,1,18,1
400289997068,1,19,2
410443599190,1,19,3
400340226746,1,20,2
400096215136,1,17,1
400364142291,1,13,2
410440851570,1,12,1
410459763277,1,18,1
400376457929,1,13,3
410417790923,1,23,3
410440401779,1,25,2
410411424385,1,16,2
400362861681,1,3,1
410419863844,1,18,1
410469054764,1,16,3
410403768607,1,16,3
410458743824,1,20,2
410468973187,1,19,1
400044774344,1,18,2
400169871798,1,17,1
400276473793,1,15,2
400392393151,1,13,1
410464935637,1,13,2
400319625005,1,19,2
400048071080,1,24,2
400373115771,1,10,1
400279926090,1,22,1
400249995490,1,15,2
400284975035,1,22,3
410443563394,1,7,2
400259811602,1,15,2
410470875296,1,17,1
400054536681,1,20,2
400345752890,1,21,1
400376946964,1,17,2
400189248901,1,16,1
400346871332,1,18,2
400628676771,1,17,1
410454234317,1,18,3
400378485758,1,7,1
400242735907,1,14,2
400032014267,1,20,2
410418828807,1,8,1
400043208274,1,1,1
400264647635,1,21,1
400012394711,1,20,2
400161021840,1,29,2
410480514284,1,13,1
400366971070,1,14,1
400145553811,1,17,1
400158048278,1,18,1
400266831446,1,25,1
410474550190,1,14,2
400353333595,1,17,1
410442957496,1,9,1
410411523853,1,19,2
410476728270,1,20,1
410399838421,1,12,3
410440074991,1,23,1
400332672767,1,22,2
400127997238,1,13,2
410445576342,1,19,1
410408478451,1,20,2
400344597409,1,19,1
410419030000,1,17,2
400249095904,1,15,2
400241265960,1,18,2
410469789312,1,16,2
410455827094,1,19,2
400350960331,1,13,2
400300260315,1,13,2
410409558851,1,11,1
410445276407,1,10,1
400085934160,1,17,3
400175259591,1,20,1
400351728272,1,14,1
400633803208,1,18,2
400189209948,1,15,1
400350849148,1,21,1
410406885013,1,12,1
400231608480,1,20,1
400225332708,1,23,3
400223337727,1,18,1
400309149664,1,14,2
410463276686,1,15,1
410433882152,1,13,3
400284594866,1,16,1
400365255968,1,15,1
400082160987,1,19,1
400253832450,1,20,2
400188834688,1,19,2
400231239123,1,26,2
400362693106,1,15,1
400330335939,1,23,1
400628310590,1,15,1
400018400987,1,18,2
400363677182,1,17,3
400391190197,1,22,2
410409618865,1,2,1
12077956,1,21,1
400386468016,1,8,1
400320456361,1,18,2
410458989340,1,16,2
400345620344,1,20,1
410463267181,1,22,1
400360188471,1,23,1
400298289299,1,18,2
400342698261,1,19,3
410447820284,1,21,2
400335183226,1,16,1
400308063260,1,25,1
400302189850,1,21,1
400164588551,1,20,3
410440749404,1,20,1
400242726426,1,15,1
400339791474,1,18,2
400199592080,1,6,1
410414181403,1,20,1
400079013840,1,16,1
400268052664,1,24,2
400357584482,1,14,2
400634370153,1,16,2
400630683618,1,20,2
410475696751,1,18,1
410429376503,1,19,2
400230444777,1,15,1
400254090556,1,22,1
400315032289,1,16,1
410430258353,1,21,1
410468061468,1,18,1
410469468072,1,18,1
400370847575,1,16,1
400222563185,1,17,2
410424093355,1,16,2
400287375106,1,25,1
400343262509,1,23,2
400329294315,1,10,2
410450070124,1,13,2
400062492491,1,16,2
400318266975,1,22,1
400314285126,1,16,1
400257657813,1,19,1
13766697,1,19,1
400336176677,1,19,1
410401797976,1,13,1
410407503066,1,14,2
400057833362,1,5,3
400628880286,1,23,1
400128177326,1,18,1
400398168332,1,17,1
400147020794,1,14,3
400088985156,1,18,1
400313553047,1,18,2
400382175187,1,15,1
400278342529,1,20,2
400378827412,1,19,2
400163442277,1,13,1
400090143273,1,15,1
410478654784,1,20,1
400321815779,1,16,2
400331571510,1,14,2
400343970128,1,16,1
410409291596,1,10,3
410425293354,1,18,1
410463330283,1,18,2
400393362746,1,21,1
400338282289,1,18,1
400321518193,1,15,3
410402862118,1,16,1
400025130622,1,22,2
400028032828,1,15,1
410431323791,1,19,1
400352991152,1,17,1
400368732967,1,18,3
410471368000,1,21,1
410454309803,1,15,2
410461452228,1,12,3
18773893,1,13,1
410462238784,1,14,2
400236243317,1,9,1
400313559250,1,21,3
400040844989,1,24,3
400295718154,1,4,1
400160535133,1,12,1
400253589331,1,20,2
400267596844,1,21,1
400362957348,1,17,1
400283568115,1,18,1
400363962935,1,17,2
400142544264,1,21,1
400306872787,1,17,2
400125780296,1,14,1
410405817191,1,21,2
410410470446,1,19,2
410412084807,1,18,1
400308762605,1,22,1
400096515316,1,26,1
400286274235,1,21,2
400358316365,1,11,1
400398354828,1,15,1
400372641912,1,16,2
400376223624,1,13,1
400121286637,1,19,1
400326060086,1,20,2
400278072604,1,17,1
400162593042,1,23,2
400269759209,1,18,1
400203060449,1,20,2
400195917117,1,15,1
410453193322,1,23,2
400377237754,1,17,1
410473689314,1,7,2
410401272799,1,19,1
400140933393,1,24,1
400171545633,1,23,2
8845434,1,18,2
400241907362,1,20,3
400340274772,1,3,1
400201416805,1,18,2
400353288145,1,20,1
400043571193,1,15,1
400207122479,1,16,1
400149222013,1,15,1
410402331755,1,20,1
400630692646,1,12,3
410425017368,1,7,1
400252335439,1,14,1
400312608651,1,24,1
410423475891,1,24,1
400128918919,1,22,1
400235061090,1,19,2
400361316202,1,15,1
400133604699,1,20,2
400019656045,1,19,1
400379388099,1,11,1
400368624050,1,9,1
400174812073,1,3,1
400300536121,1,18,2
400312149257,1,16,1
400394397062,1,21,6
400063581337,1,21,1
21009123,1,18,1
400325454587,1,17,2
400041741888,1,13,1
400073196437,1,14,2
410401263728,1,13,2
400169433967,1,19,1
410455902768,1,18,1
410424726640,1,20,2
410471280867,1,17,3
410398971182,1,22,1
400146162045,1,6,1
410461083009,1,19,1
400150620417,1,14,1
400028662803,1,21,1
400212912989,1,19,3
400332858553,1,19,1
26772408,1,10,1
400156221691,1,19,2
400395954903,1,21,1
410400495778,1,19,2
400341549735,1,17,2
400368405931,1,20,1
410422986511,1,17,1
410401464658,1,18,1
400267758682,1,19,1
400247478790,1,17,1
400366005285,1,16,1
400355694020,1,17,1
410444628620,1,16,2
400387329019,1,20,2
410474649301,1,15,1
410475621047,1,19,2
400109583655,1,14,2
410402964491,1,15,2
400334184897,1,13,1
400384518365,1,15,2
400347771498,1,22,2
400079094527,1,12,1
400340745205,1,17,2
410422216000,1,19,1
400370499434,1,19,1
400364016362,1,21,3
31219412,1,13,1
400255071072,1,24,1
400387503192,1,16,1
400350807912,1,15,1
400354383263,1,18,2
400262166770,1,9,2
400297683712,1,20,2
410440782522,1,20,4
410406132648,1,19,1
400252275444,1,9,3
400380732152,1,18,2
400214472813,1,22,1
400143636661,1,16,1
400264302655,1,19,2
410442000374,1,20,1
400635084045,1,25,1
400284144104,1,20,3
400305378305,1,26,1
400116480816,1,11,1
410417793371,1,21,1
400339635936,1,16,3
400253538576,1,18,1
400334226254,1,21,1
2616162,1,19,2
400131975820,1,22,1
400263930603,1,18,1
400072386154,1,3,1
400103646462,1,17,1
400150146058,1,15,1
400397823978,1,12,2
400380693128,1,14,1
400153056190,1,6,1
13831012,1,18,2
410475909216,1,17,2
400033086556,1,18,1
400632069552,1,21,1
400258620927,1,20,1
410469399762,1,13,2
400219017561,1,19,2
400102647457,1,16,3
14419927,1,18,1
400383585509,1,19,2
410399853940,1,23,1
400232661764,1,17,2
400329363030,1,14,2
400044054254,1,23,1
400631679045,1,20,2
400371732144,1,22,1
400371678930,1,14,3
410408763647,1,12,2
400197297356,1,16,1
410437362930,1,18,1
400394121390,1,21,1
400124518000,1,16,2
400230933168,1,24,1
400311237390,1,20,2
410448864022,1,23,3
410480097277,1,17,1
400219860802,1,19,1
410428845211,1,21,2
400343418186,1,19,3
410414760772,1,26,2
410465862065,1,13,2
410470545873,1,21,1
400329846696,1,17,1
400316121104,1,17,1
400363794201,1,13,1
410427702414,1,16,1
400008856735,1,12,1
400261593203,1,6,1
410430471927,1,18,2
400321500623,1,10,1
400137729726,1,19,1
410456859090,1,22,1
400295232373,1,16,2
400239036355,1,16,2
400294800173,1,21,2
400393008935,1,15,2
400207743277,1,18,2
400022136753,1,13,2
400323753338,1,22,1
400149618222,1,19,1
400334448590,1,16,2
400368210038,1,11,2
400322787609,1,21,1
400105110920,1,19,2
400035021261,1,14,1
400243911899,1,19,1
400341165306,1,11,2
400276287357,1,19,3
400250163523,1,13,2
400381755534,1,21,1
400177323248,1,19,1
400330710506,1,19,1
400182351845,1,27,1
400318305366,1,16,1
400077360196,1,16,3
400115265693,1,22,2
400044990048,1,25,2
400306458985,1,18,1
400313088205,1,7,1
400175667870,1,19,1
400177959635,1,15,1
410446227708,1,16,2
410414646116,1,17,1
400372596128,1,15,1
400341126122,1,20,1
400261947446,1,18,1
410469555295,1,7,2
400338654467,1,23,1
400099311070,1,14,1
410434665850,1,16,2
400291092365,1,20,1
400389963671,1,22,2
400119171347,1,5,1
400326720201,1,22,2
410471913785,1,24,1
400141242094,1,21,2
400085568445,1,22,1
400237971452,1,17,1
400002824805,1,16,1
400214157262,1,10,2
400253415277,1,17,2
400079055359,1,15,2
400187790793,1,15,2
400237734451,1,9,1
400629438760,1,8,2
400280379450,1,23,2
400090827822,1,17,1
400333002660,1,26,1
400135779609,1,14,2
400392963566,1,17,1
400646802477,1,30,1
400287339074,1,9,1
410434041780,1,19,1
400299075423,1,20,2
400367460672,1,21,2
400258839411,1,12,1
400098156621,1,25,1
400219647378,1,16,2
400145409639,1,16,3
410459955599,1,13,2
400106853749,1,17,2
400280937187,1,18,2
400028374065,1,15,1
400229301623,1,7,1
400205346286,1,19,1
400049550037,1,28,1
410441340172,1,25,2
400349481179,1,21,1
400049811650,1,18,1
410468892128,1,10,2
400192599452,1,19,3
400135395298,1,14,3
400079610103,1,21,2
400377081306,1,13,1
400386465240,1,18,1
400304127497,1,17,1
400146333599,1,30,2
400055745424,1,9,2
400319742594,1,17,2
400293078778,1,25,1
400357266930,1,7,1
400044204813,1,19,1
410460180679,1,17,2
400228944854,1,16,3
400159812764,1,16,2
410472423766,1,31,2
410479209717,1,13,1
400147737827,1,14,1
400376925403,1,16,1
400161549574,1,16,2
410425212828,1,19,2
400333473226,1,28,2
410400240080,1,24,2
410423460821,1,23,1
400096494343,1,22,1
400372824374,1,20,1
400025614151,1,19,1
410437542739,1,11,1
400315209367,1,14,1
22141756,1,19,1
400046928191,1,18,1
410450580713,1,24,1
410458575547,1,17,1
400280121479,1,24,1
410409048205,1,16,1
410443878217,1,5,1
410420508912,1,20,1
400393137625,1,22,2
410472615403,1,4,2
410412189972,1,22,1
410457912347,1,10,1
400194687388,1,15,1
400241859509,1,21,1
400223949059,1,17,1
400342950674,1,11,1
400157508808,1,18,1
400390380128,1,19,1
410410389530,1,17,1
400131405002,1,16,1
400066686359,1,23,2
410476782835,1,13,1
410476212225,1,24,2
400204416143,1,8,1
400393677358,1,14,2
400162788360,1,15,3
410470827271,1,18,1
400201920095,1,7,2
400224201711,1,18,1
400116045669,1,20,1
410462916892,1,19,3
400634862448,1,17,2
410413197579,1,9,1
400032240298,1,24,1
400255410692,1,22,2
400167663170,1,30,1
400308987222,1,19,2
400311285321,1,23,1
400361733843,1,17,2
400082367980,1,17,2
400133424607,1,11,2
410479461340,1,21,1
410443125164,1,17,2
400033302256,1,20,1
410457729240,1,22,2
400069467893,1,23,1
400194594677,1,16,1
400631550561,1,16,1
410448486849,1,16,1
400034242964,1,25,1
400634805158,1,20,2
400386717985,1,19,1
400112703729,1,17,1
410451759445,1,21,1
400391172207,1,17,1
400255194254,1,14,2
400002774872,1,22,1
400323117478,1,18,1
400136370902,1,17,2
400078335241,1,15,2
410445828957,1,20,1
410473089538,1,18,1
400183656735,1,18,1
400111776499,1,25,2
400101558412,1,23,1
400202757846,1,3,1
410414103383,1,15,2
400361922155,1,17,1
400176723760,1,20,1
400386000186,1,18,1
400269207881,1,17,1
400627827502,1,14,1
400353411522,1,22,1
400088919873,1,18,1
400295616033,1,19,1
410445141591,1,12,2
400292175307,1,22,1
400025684541,1,10,1
400371348315,1,22,2
400246959886,1,19,2
400065663248,1,16,1
410446287864,1,20,1
400282521938,1,21,2
400356072760,1,19,1
400017190636,1,22,1
410454888997,1,18,1
400048944878,1,7,1
400376133933,1,18,1
400266996394,1,10,1
400225641345,1,21,1
410465262848,1,17,2
400266291037,1,20,1
400333860702,1,17,1
400639206792,1,19,1
400388283914,1,22,2
410440905547,1,23,1
400167120089,1,15,1
410422371017,1,4,1
400259361683,1,11,2
400363866245,1,16,3
400307976905,1,20,1
400030640390,1,19,3
400357125357,1,21,1
400290213645,1,27,1
400337058631,1,17,3
400192338749,1,20,2
400218486432,1,15,2
400335453481,1,15,1
400165083706,1,20,2
400188696399,1,15,4
400382007166,1,17,2
410440065974,1,23,1
400381941496,1,18,4
400084437126,1,15,1
400382853983,1,18,1
400378806070,1,20,2
400165212049,1,15,2
400299054938,1,16,2
400314093056,1,18,2
400371219314,1,17,1
400353249376,1,19,1
400093794748,1,18,2
400137762258,1,16,1
400335258287,1,26,1
410401794262,1,20,1
400164642100,1,22,1
400246623380,1,3,2
400250301358,1,23,2
410443500385,1,17,1
400391490003,1,13,1
400101801588,1,14,3
400384950308,1,15,1
410477778721,1,17,1
410475318282,1,15,1
400339011993,1,18,2
410475309238,1,14,1
400241379887,1,2,1
410450193398,1,14,1
410434965507,1,16,1
400159206649,1,17,1
410467254495,1,23,1
400368630023,1,20,1
400119876167,1,17,1
410405463338,1,22,2
400330956530,1,21,1
400302657631,1,21,2
400146564515,1,25,1
400396152734,1,12,1
410434368261,1,21,1
410436492683,1,13,1
410416554404,1,13,2
400328256410,1,17,1
400394079713,1,14,2
400165335777,1,2,1
400126596211,1,22,1
400102266554,1,20,2
400185126854,1,16,2
400380564512,1,17,2
410398959796,1,21,2
400264059476,1,19,1
400324656396,1,19,1
400030654794,1,22,2
400261845669,1,20,1
410477349974,1,16,1
400262856790,1,27,1
400256250102,1,19,1
410469663193,1,13,2
400629084791,1,11,2
400057272110,1,20,1
410466222899,1,16,2
400293015515,1,17,3
400346223225,1,20,2
400323000418,1,2,1
400132419001,1,16,3
410441685563,1,13,2
400133964082,1,17,3
400272540126,1,15,2
400257672153,1,16,1
400272357748,1,16,2
400391046545,1,16,1
400374168352,1,16,3
410450598971,1,19,1
400044660632,1,15,1
400372710721,1,17,2
410425227810,1,16,1
400360977927,1,15,2
410413005227,1,22,1
400062552581,1,21,2
400362759583,1,16,1
400121688783,1,8,1
410451597761,1,13,2
400069062166,1,17,1
400634814944,1,19,2
400160898770,1,19,1
410438562441,1,14,1
400302285124,1,16,2
400171767354,1,24,1
400630995886,1,18,3
400153758350,1,22,1
410423424139,1,10,2
400239495589,1,22,1
400271244009,1,10,1
400302258183,1,20,1
400309998760,1,22,1
400022920152,1,16,1
400006766044,1,18,1
400306671048,1,21,1
400157133778,1,14,1
400276548548,1,10,2
400086942777,1,12,2
410459349395,1,18,1
400067109334,1,14,2
410452467670,1,18,1
400184331292,1,13,1
410429268330,1,17,1
400255905879,1,15,1
400011406443,1,13,1
400355997722,1,20,2
400266507660,1,6,2
400223367770,1,10,3
410403786669,1,10,2
410479668652,1,19,2
400346067297,1,16,1
400067472262,1,21,1
410475693417,1,18,2
400190652697,1,13,1
400337601620,1,15,1
400285191782,1,14,1
400240668110,1,19,2
400094352850,1,20,2
410412828987,1,15,1
400267824535,1,24,1
410427393020,1,24,1
400321386206,1,15,3
410428404797,1,21,1
400316703181,1,16,1
400053240651,1,15,1
400199442385,1,18,1
410401053256,1,19,2
400257417708,1,18,2
400217808267,1,26,1
410459856573,1,14,1
400282314115,1,18,1
400633614231,1,18,2
400353516668,1,19,2
400109082622,1,14,1
400356078046,1,21,1
410406882868,1,16,1
410443290874,1,17,2
410466795964,1,21,1
400216488499,1,17,2
400636797972,1,21,3
400190580376,1,19,1
400242816612,1,12,1
400329513855,1,20,3
400232622403,1,13,1
400339944889,1,19,2
19814464,1,20,2
400377171067,1,17,1
400310343763,1,24,1
400285800021,1,15,3
400284738126,1,21,1
400095018020,1,17,1
400289337028,1,17,1
410402964110,1,21,2
400107159311,1,14,1
410432115045,1,19,1
400320921389,1,10,3
400352247552,1,17,2
400230117246,1,16,2
400346466068,1,13,2
400396122927,1,15,1
400006198340,1,24,2
400266786552,1,19,1
400328151281,1,13,1
400346184539,1,17,2
410433378264,1,20,1
400241535293,1,16,1
400341567802,1,18,3
400364979646,1,18,1
400375341917,1,17,1
400299285090,1,18,2
400125390237,1,5,1
400019208634,1,14,2
410431608681,1,14,1
410469696378,1,20,1
400071627512,1,15,2
400075839072,1,19,1
400259574623,1,7,1
400182792414,1,18,2
400299651239,1,19,3
410426226841,1,17,2
400358361622,1,22,3
400314876187,1,15,1
400229316349,1,18,1
410416242450,1,21,1
410452530828,1,23,1
410422176011,1,18,1
400187634745,1,19,4
400288860572,1,16,1
400332531074,1,10,1
400147731591,1,18,2
410477748684,1,20,1
400299906180,1,12,1
400181322034,1,14,2
400348548102,1,9,1
400165884979,1,18,1
400049187785,1,19,2
410467929098,1,23,1
400160277614,1,17,1
400301673297,1,22,1
400209393654,1,15,1
410437233055,1,15,2
400072773898,1,12,1
400307517513,1,18,1
410428551795,1,16,1
